标题,地址,户型,关注,总价,均价,房源标签,房源链接
佳兆业香瑞园，南向两房，户型通透，楼层好，采光佳,佳兆业香瑞园二期  | 2室2厅 | 83.83平米 | 南 | 简装 | 有电梯,中楼层(共12层)2008年建板楼  -  西丽,9人关注 / 共32次带看 / 2个月以前发布,580万,单价69188元/平米,距离7号线深云站898米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105101051866.html
前海自贸区，棕榈园南向两房，赠送入户花园，带电梯,阳光棕榈园三期  | 2室2厅 | 84.3平米 | 南 | 其他 | 有电梯,高楼层(共11层)2004年建板塔结合  -  前海,38人关注 / 共78次带看 / 5个月以前发布,560万,单价66430元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100894688.html
户型实用大四房 视野开阔 无遮挡 业主诚心出售,东乐花园  | 4室1厅 | 126平米 | 西北 | 其他 | 有电梯,高楼层(共32层)1993年建板塔结合  -  百仕达,33人关注 / 共63次带看 / 5个月以前发布,445万,单价35318元/平米,距离5号线(环中线)太安站409米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100914529.html
星河品牌东南向看小区花园泳池位置安静,星河银湖谷  | 4室2厅 | 88.41平米 | 东南 | 毛坯,低楼层(共48层)2014年建板塔结合  -  坂田,29人关注 / 共56次带看 / 5个月以前发布,610万,单价68997元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100919867.html
万象天成成熟小区配套大一房可改两房,万象天成  | 2室1厅 | 77.43平米 | 南 西 | 简装 | 有电梯,高楼层(共28层)2009年建板塔结合  -  中心城东,7人关注 / 共56次带看 / 7个月以前发布,265万,单价34225元/平米,距离3号线(龙岗线)龙城广场站1039米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100815921.html
万科城电梯高层小3房，朝南观整个万科城园景,万科城四期  | 3室2厅 | 90.97平米 | 南 | 其他 | 有电梯,中楼层(共27层)2008年建板塔结合  -  坂田,65人关注 / 共75次带看 / 7个月以前发布,485万,单价53315元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100832773.html
中海康城 精装3房2卫 厅出阳台  红本在手 业主诚售,中海康城国际一期  | 3室2厅 | 87.79平米 | 西南 | 精装 | 有电梯,高楼层(共33层)2009年建板塔结合  -  大运新城,51人关注 / 共40次带看 / 1个月以前发布,378万,单价43058元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105101088332.html
繁华地段 08年电梯复试两房 精装修,西城品阁  | 2室1厅 | 36.21平米 | 东北 | 其他,低楼层(共8层)2009年建板塔结合  -  新安,78人关注 / 共52次带看 / 5个月以前发布,236万,单价65176元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100885198.html
福东龙华府 3室2厅 392万,福东龙华府  | 3室2厅 | 77.11平米 | 东南 | 其他 | 有电梯,高楼层(共30层)2013年建板塔结合  -  龙华中心,53人关注 / 共51次带看 / 4个月以前发布,392万,单价50837元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100935832.html
阳光花园电梯方正两居室业主诚心卖小区配套成熟,阳光花园  | 2室1厅 | 72.27平米 | 南 | 其他 | 有电梯,高楼层(共11层)2003年建板塔结合  -  布吉街,49人关注 / 共91次带看 / 8个月以前发布,285万,单价39436元/平米,距离5号线(环中线)下水径站833米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100754192.html
朝南看花园 安静 视野开阔 满两年诚心出售,金亨利首府  | 4室1厅 | 87.71平米 | 东南 | 其他 | 有电梯,低楼层(共31层)2014年建板塔结合  -  深圳北站,16人关注 / 共38次带看 / 4个月以前发布,790万,单价90070元/平米,距离4号线(龙华线)红山站475米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100938948.html
水岸新都刚需2房 北向 视野好 诚心出售,佳兆业水岸新都  | 2室1厅 | 77.39平米 | 南 | 其他,中楼层(共28层)2007年建塔楼  -  中心城东,71人关注 / 共54次带看 / 7个月以前发布,228万,单价29462元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100821680.html
46平  复式    赠送28平  中楼层 采光足,英郡年华  | 2室1厅 | 46.28平米 | 东北 | 简装 | 有电梯,中楼层(共25层)2008年建塔楼  -  丹竹头,70人关注 / 共91次带看 / 8个月以前发布,246万,单价53155元/平米,距离3号线(龙岗线)丹竹头站655米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100750325.html
颐安麓园毛坯标准三房两厅，环境优美,麓园  | 3室2厅 | 88.57平米 | 东南 | 毛坯,高楼层(共34层)2015年建板塔结合  -  中心城北,10人关注 / 共43次带看 / 5个月以前发布,320万,单价36130元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100934138.html
景田缇香名苑交通方便生活设施齐全,缇香名苑  | 2室1厅 | 71.83平米 | 南 | 简装 | 有电梯,高楼层(共24层)2004年建板塔结合  -  景田,31人关注 / 共57次带看 / 8个月以前发布,630万,单价87708元/平米,距离9号线香梅站206米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100730238.html
水榭春天  精致4房  朝南看花园  一手业主 费用少,莱蒙水榭春天一期  | 4室2厅 | 121.22平米 | 西南 | 其他 | 有电梯,低楼层(共18层)2010年建塔楼  -  深圳北站,64人关注 / 共53次带看 / 8个月以前发布,792万,单价65336元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100750000.html
振业天峦装修三房，户型好，环境好,振业天峦  | 3室1厅 | 87.23平米 | 东南 | 其他 | 有电梯,低楼层(共33层)2014年建板塔结合  -  龙岗宝荷,68人关注 / 共36次带看 / 7个月以前发布,300万,单价34392元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100785990.html
星河国际 南向3房 满五年红本在手 看房方便有钥匙,星河国际花园  | 3室2厅 | 143.52平米 | 东南 | 精装 | 有电梯,中楼层(共29层)2003年建塔楼  -  福田中心,25人关注 / 共82次带看 / 10个月以前发布,1320万,单价91974元/平米,距离1号线(罗宝线）购物公园站393米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100647839.html
景田缇香名苑交通方便生活设施齐全,缇香名苑  | 2室1厅 | 71.83平米 | 南 | 简装 | 有电梯,高楼层(共24层)2004年建板塔结合  -  景田,31人关注 / 共57次带看 / 8个月以前发布,630万,单价87708元/平米,距离9号线香梅站206米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100730238.html
水榭春天  精致4房  朝南看花园  一手业主 费用少,莱蒙水榭春天一期  | 4室2厅 | 121.22平米 | 西南 | 其他 | 有电梯,低楼层(共18层)2010年建塔楼  -  深圳北站,64人关注 / 共53次带看 / 8个月以前发布,792万,单价65336元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100750000.html
振业天峦装修三房，户型好，环境好,振业天峦  | 3室1厅 | 87.23平米 | 东南 | 其他 | 有电梯,低楼层(共33层)2014年建板塔结合  -  龙岗宝荷,68人关注 / 共36次带看 / 7个月以前发布,300万,单价34392元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100785990.html
星河国际 南向3房 满五年红本在手 看房方便有钥匙,星河国际花园  | 3室2厅 | 143.52平米 | 东南 | 精装 | 有电梯,中楼层(共29层)2003年建塔楼  -  福田中心,25人关注 / 共82次带看 / 10个月以前发布,1320万,单价91974元/平米,距离1号线(罗宝线）购物公园站393米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100647839.html
方正户型大两房 满五年红本看高尔夫景 楼下就是地铁口,韵动家园  | 2室1厅 | 83.25平米 | 北 | 其他 | 有电梯,高楼层(共29层)2005年建塔楼  -  新洲,38人关注 / 共60次带看 / 一年前发布,475万,单价57058元/平米,距离7号线上沙站560米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100527207.html
富铭正规三房 满五年 宝安实验 随时可看价格可谈,富铭花园  | 3室1厅 | 84.13平米 | 东南 | 其他 | 无电梯,中楼层(共7层)2001年建板塔结合  -  翻身,132人关注 / 共38次带看 / 7个月以前发布,360万,单价42791元/平米,距离1号线(罗宝线）新安站1061米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100794844.html
特发和平里大3房 地铁口物业 可自主设计装修,特发和平里  | 3室2厅 | 84.58平米 | 南 | 其他 | 有电梯,高楼层(共31层)2014年建板塔结合  -  上塘,45人关注 / 共42次带看 / 5个月以前发布,455万,单价53796元/平米,距离4号线(龙华线)龙胜站382米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100888906.html
万科城看园林景观电梯3房，满5年，客厅出阳台，朝南,万科城四期  | 3室2厅 | 123.05平米 | 南 | 其他,低楼层(共32层)2008年建板塔结合  -  坂田,50人关注 / 共60次带看 / 4个月以前发布,599万,单价48680元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100969024.html
龙岗实验花半里通透大3房 红本在手满二年 费用少,花半里  | 3室2厅 | 108.33平米 | 东 西 | 简装 | 有电梯,中楼层(共9层)2005年建板塔结合  -  中心城南,43人关注 / 共26次带看 / 2个月以前发布,420万,单价38771元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105101048846.html
云顶嘉园精装两房 户型方正 采光充足 通风良好 诚心卖,黄金大厦  | 2室2厅 | 70.24平米 | 西北 | 精装 | 有电梯,高楼层(共32层)2011年建板楼  -  新安,34人关注 / 共118次带看 / 8个月以前发布,360万,单价51253元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100751917.html
碧湖花园正规四房！等您来看房！！！诚心出售！！！,碧湖花园  | 4室1厅 | 107.11平米 | 西北 | 其他,中楼层(共33层)1995年建塔楼  -  洪湖,25人关注 / 共45次带看 / 2个月以前发布,448万,单价41827元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105101057012.html
星海名城六期 3室2厅 750万,星海名城六期  | 3室2厅 | 96.48平米 | 西北 北 | 其他 | 有电梯,低楼层(共26层)2007年建板塔结合  -  前海,15人关注 / 共35次带看 / 2个月以前发布,750万,单价77737元/平米,距离1号线(罗宝线）大新站822米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105101069385.html
清林龙城双校齐上 精装三房 朝南向 楼层高 视野好,龙岗天健郡城  | 3室2厅 | 109.86平米 | 南 | 其他 | 有电梯,中楼层(共16层)2005年建板塔结合  -  中心城北,16人关注 / 共37次带看 / 2个月以前发布,400万,单价36410元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105101076087.html
红本满5年，唯一住宅，70年产权，百花+实验，全新装修,长城花园  | 3室1厅 | 104.7平米 | 南 | 其他 | 有电梯,中楼层(共17层)1989年建板楼  -  百花,70人关注 / 共33次带看 / 3个月以前发布,765万,单价73066元/平米,距离3号线(龙岗线)华新站1102米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100993916.html
星河盛世精装3房，西南向无遮挡满 五年红本在手,星河盛世  | 3室2厅 | 87.55平米 | 西 | 精装 | 有电梯,低楼层(共30层)2013年建板塔结合  -  民治,26人关注 / 共78次带看 / 6个月以前发布,590万,单价67391元/平米,距离4号线(龙华线)白石龙站757米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100848020.html
花园社区，东南朝向，有钥匙随时看房,雅景居  | 3室1厅 | 89.41平米 | 东南 | 其他 | 无电梯,高楼层(共8层)2000年建板塔结合  -  新安,82人关注 / 共95次带看 / 5个月以前发布,395万,单价44179元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100901687.html
罗湖后花园 万科东方尊峪第二阶梯两房两厅,万科东方尊峪  | 2室1厅 | 85.88平米 | 南 | 其他 | 有电梯,低楼层(共11层)2006年建板塔结合  -  莲塘,8人关注 / 共41次带看 / 3个月以前发布,530万,单价61715元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105101018537.html
双地铁口三房，地铁上物业，南北通大三房，西南看花园,圣淘沙骏园  | 3室2厅 | 114.93平米 | 西南 | 简装 | 有电梯,低楼层(共20层)2006年建板塔结合  -  西乡,38人关注 / 共45次带看 / 3个月以前发布,778万,单价67694元/平米,距离1号线(罗宝线）西乡站200米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105101027583.html
首地容御 向南两房 高楼层 2房1厅2卫,首地容御  | 2室1厅 | 89.91平米 | 南 | 精装 | 有电梯,高楼层(共18层)2011年建板塔结合  -  华侨城,60人关注 / 共118次带看 / 5个月以前发布,790万,单价87866元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100886616.html
懿花园 3室2厅 540万,懿花园  | 3室2厅 | 89.19平米 | 南 | 其他 | 有电梯,低楼层(共10层)2013年建板塔结合  -  观澜,25人关注 / 共52次带看 / 10个月以前发布,540万,单价60545元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100628663.html
风采轩，电梯标准三房，住家安静,风采轩  | 3室1厅 | 107.51平米 | 东南 | 精装 | 有电梯,中楼层(共14层)2001年建板塔结合  -  新安,32人关注 / 共84次带看 / 7个月以前发布,628万,单价58414元/平米,距离5号线(环中线)洪浪北站789米 | 房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105100807624.html
花样年花港 已做两房 精装修 业主诚售 看房随时！,花样年花港家园  | 2室1厅 | 42平米 | 东南 | 简装 | 有电梯,中楼层(共33层)2008年建塔楼  -  盐田港,153人关注 / 共40次带看 / 2个月以前发布,180万,单价42858元/平米,房本满五年 | 随时看房,https://sz.lianjia.com/ershoufang/105101041963.html
总监推荐:丰湖花园优质两房，厅出阳台，看洪湖公园！,丰湖花园  | 2室1厅 | 45.9平米 | 南 | 其他 | 有电梯,中楼层(共26层)2005年建板塔结合  -  清水河,229人关注 / 共41次带看 / 4个月以前发布,198万,单价43138元/平米,距离3号线(龙岗线)水贝站642米 | 房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100983575.html
大运新城 华南师范 颐安都会 地铁口 看花园,颐安都会中央二期  | 3室2厅 | 88.04平米 | 南 | 毛坯,高楼层(共31层)板塔结合  -  大运新城,10人关注 / 共32次带看 / 4个月以前发布,490万,单价55657元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105100974706.html
万科清林径二期 三房 厅出阳台 看花园 采光佳,万科清林径  | 3室1厅 | 79.76平米 | 北 | 精装 | 有电梯,中楼层(共32层)2012年建塔楼  -  中心城北,66人关注 / 共58次带看 / 3个月以前发布,290万,单价36360元/平米,房本满两年 | 随时看房,https://sz.lianjia.com/ershoufang/105101011769.html
